UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure,Temp_Diff,Torque_RPM_Ratio,Air temperature [K]_Rolling_Mean,Air temperature [K]_Rolling_Std,Process temperature [K]_Rolling_Mean,Process temperature [K]_Rolling_Std,Torque [Nm]_Rolling_Mean,Torque [Nm]_Rolling_Std
24,L47203,L,0.4021739130434767,0.45679012345679126,0.3434225844004658,0.3008241758241758,0.26877470355731226,0,0,0,0,0,0,1,0.6222222222222167,0.2127783176135064,0.3920704845814953,0.31008683651073304,0.4483627204030185,0.17277368510963984,0.34622356495468287,0.3052910482132066
25,M14884,M,0.4021739130434767,0.45679012345679126,0.22875436554132722,0.46016483516483514,0.27667984189723316,0,0,0,0,0,0,1,0.6222222222222167,0.36115569730409236,0.39427312775330137,0.3668996928965023,0.4508816120906829,0.21160368474629038,0.37522658610271875,0.299972305406203
26,L47205,L,0.4021739130434767,0.46913580246913966,0.4033760186263097,0.2678571428571429,0.2885375494071146,0,0,0,0,0,0,1,0.6444444444444437,0.17920749697842747,0.39647577092510744,0.3922322703229787,0.45591939546599036,0.3232299675544696,0.2580060422960725,0.33126350739215893
27,L47206,L,0.4130434782608674,0.46913580246913966,0.20023282887077998,0.4835164835164835,0.2964426877470355,0,0,0,0,0,0,1,0.6222222222222167,0.39152700155828885,0.40308370044053277,0.31008683651124863,0.46095717884130494,0.32322996755505357,0.22296072507552867,0.253237022791994
28,H29441,H,0.4130434782608674,0.45679012345679126,0.3742724097788127,0.28571428571428575,0.3043478260869565,0,0,0,0,0,0,1,0.5999999999999897,0.1962190497134106,0.4074889867841449,0.24019223073902538,0.4634760705289551,0.21160368474858074,0.1861027190332326,0.2791403196229585
29,L47208,L,0.4130434782608674,0.45679012345679126,0.1577415599534343,0.554945054945055,0.32411067193675885,0,0,0,0,0,0,1,0.5999999999999897,0.4702600345301778,0.4096916299559581,0.24019223073912777,0.4634760705289622,0.21160368474858074,0.2978851963746224,0.35087963225756075
30,L47209,L,0.4021739130434767,0.45679012345679126,0.30558789289871946,0.3612637362637363,0.3320158102766798,0,0,0,0,0,0,1,0.6222222222222167,0.2633281500974279,0.4096916299559581,0.24019223073912777,0.4634760705289551,0.21160368474858074,0.2543806646525678,0.34482565020149214
31,M14890,M,0.4130434782608674,0.46913580246913966,0.09953434225844005,0.6098901098901098,0.33992094861660077,0,0,0,0,0,0,1,0.6222222222222167,0.5547373596988189,0.41189427312775706,0.1961161351657897,0.4634760705289551,0.21160368474858074,0.4048338368580061,0.37287832139831106
32,L47211,L,0.4021739130434767,0.45679012345679126,0.36670547147846333,0.2980769230769231,0.3517786561264822,0,0,0,0,0,0,1,0.6222222222222167,0.20579681259655097,0.409691629955951,0.24019223073912777,0.46095717884130494,0.1727736851122976,0.32326283987915405,0.4220374007937648
33,L47212,L,0.4021739130434767,0.45679012345679126,0.14610011641443543,0.6112637362637362,0.35968379446640314,0,0,0,0,0,0,1,0.6222222222222167,0.5234023746985148,0.4074889867841449,0.24019223073902538,0.46095717884130494,0.1727736851122976,0.4664652567975832,0.41200169593621366
34,L47213,L,0.3913043478260789,0.44444444444444997,0.28928987194412115,0.3942307692307692,0.3675889328063241,0,0,0,0,0,0,1,0.6222222222222296,0.291167608038513,0.40308370044053277,0.31008683651137425,0.45843828715364765,0.27317918233653105,0.39577039274924475,0.4090313994073858
35,M14894,M,0.38043478260869534,0.4197530864197603,0.22759022118742733,0.4244505494505495,0.37549407114624506,0,0,0,0,0,0,1,0.6000000000000025,0.33496936115494325,0.3986784140969135,0.5000000000586458,0.4508816120906829,0.5859040723799601,0.4235649546827792,0.3859907270260688
36,M14895,M,0.38043478260869534,0.4320987654321016,0.16530849825378346,0.6153846153846153,0.38735177865612647,0,0,0,0,0,0,1,0.6222222222222167,0.5143330987414536,0.3920704845814953,0.4385290097053109,0.44332493702771103,0.5037175232615083,0.4259818731117825,0.3903166954568056
37,M14896,M,0.3913043478260789,0.4320987654321016,0.24039580908032598,0.4519230769230769,0.3992094861660079,0,0,0,0,0,0,1,0.6000000000000025,0.3502500728438565,0.3898678414096892,0.36689969289672025,0.43828715365238224,0.44048819588449334,0.4936555891238671,0.2867504657122522
38,L47217,L,0.38043478260869534,0.4197530864197603,0.1577415599534343,0.48626373626373637,0.4110671936758893,0,0,0,0,0,0,1,0.6000000000000025,0.41468066226169104,0.3854625550660842,0.24019223073862714,0.4307304785894175,0.3232299675506964,0.4386706948640483,0.2255657713647654
39,H29452,H,0.3913043478260789,0.4320987654321016,0.1228172293364378,0.6442307692307693,0.41897233201581024,0,0,0,0,0,0,1,0.6000000000000025,0.5670342410054082,0.3854625550660771,0.24019223073862714,0.4282115869017602,0.2116036847407674,0.5486404833836859,0.2661595152486035
40,L47219,L,0.38043478260869534,0.4197530864197603,0.10593713620488943,0.6689560439560439,0.4387351778656126,0,0,0,0,0,0,1,0.6000000000000025,0.6009950690487752,0.3854625550660842,0.24019223073862714,0.4282115869017602,0.2116036847407674,0.6561933534743204,0.2620170645693742
41,L47220,L,0.38043478260869534,0.4197530864197603,0.11292200232828875,0.5714285714285714,0.44664031620553357,0,0,0,0,0,0,1,0.6000000000000025,0.5121298282848235,0.3854625550660842,0.24019223073862714,0.4256926952141029,0.2116036847402311,0.636858006042296,0.25355379648926785
42,L47221,L,0.38043478260869534,0.4197530864197603,0.11641443538998841,0.6456043956043955,0.45454545454545453,0,0,0,0,0,0,1,0.6000000000000025,0.5729323614437968,0.383259911894271,0.19611613516514526,0.4231738035264456,0.17277368510210828,0.7220543806646526,0.19272209685784236
43,M14902,M,0.38043478260869534,0.4197530864197603,0.11641443538998841,0.6222527472527473,0.4624505928853755,0,0,0,0,0,0,1,0.6000000000000025,0.5530546102193092,0.383259911894271,0.19611613516514526,0.4231738035264456,0.17277368510210828,0.7818731117824774,0.0771472493634591
44,H29457,H,0.38043478260869534,0.4320987654321016,0.11874272409778819,0.6140109890109889,0.4743083003952569,0,0,0,0,0,0,1,0.6222222222222167,0.5443855789456262,0.38105726872247203,0.0,0.4231738035264456,0.17277368510210828,0.7685800604229606,0.07611830477470692
45,M14904,M,0.38043478260869534,0.4197530864197603,0.17694994179278234,0.6002747252747253,0.49407114624505927,0,0,0,0,0,0,1,0.6000000000000025,0.49510537322035897,0.38105726872247203,0.0,0.4231738035264456,0.17277368510210828,0.7383685800604228,0.04837846447521138
46,L47225,L,0.38043478260869534,0.4197530864197603,0.18684516880093138,0.6222527472527473,0.5059288537549407,0,0,0,0,0,0,1,0.6000000000000025,0.5064004373751217,0.38105726872247203,0.0,0.4231738035264456,0.17277368510210828,0.7607250755287008,0.015081232684089597
47,M14906,M,0.36956521739129755,0.4074074074074119,0.3928987194412107,0.30219780219780223,0.5138339920948616,0,0,0,0,0,0,1,0.6000000000000025,0.20286143207920998,0.37885462555066596,0.19611613516545184,0.42065491183878834,0.27317918233017413,0.6096676737160122,0.39029214740795815
48,L47227,L,0.38043478260869534,0.4197530864197603,0.1455180442374855,0.5837912087912087,0.525691699604743,0,0,0,0,0,0,1,0.6000000000000025,0.5012253488263189,0.37885462555065885,0.19611613516545184,0.42065491183878834,0.27317918233017413,0.5927492447129908,0.37873633740384405
49,H29462,H,0.38043478260869534,0.4320987654321016,0.1495925494761351,0.6881868131868131,0.533596837944664,0,0,0,0,0,0,1,0.6222222222222167,0.5839703597884973,0.37885462555066596,0.19611613516545184,0.42065491183878834,0.27317918233017413,0.6253776435045316,0.41787808292323375
50,M14909,M,0.3913043478260789,0.4320987654321016,0.14202561117578583,0.5535714285714285,0.5533596837944663,0,0,0,0,0,0,1,0.6000000000000025,0.47852215225665207,0.38105726872247203,0.31008683651129937,0.4231738035264456,0.3232299675496022,0.6048338368580058,0.41255606731532796
51,L47230,L,0.3913043478260789,0.4197530864197603,0.9854481955762514,0.010989010989010992,0.5652173913043478,1,0,0,1,0,0,1,0.5777777777777879,0.00465681058490508,0.383259911894271,0.3668996928968841,0.4231738035264456,0.3232299675496022,0.3359516616314199,0.7931310356622631
52,L47231,L,0.3913043478260789,0.4197530864197603,0.12514551804423757,0.7019230769230769,0.5731225296442687,0,0,0,0,0,0,1,0.5777777777777879,0.6139104077398636,0.38766519823789025,0.240192230738758,0.4256926952141029,0.21160368474020858,0.5117824773413898,0.830502157597721
53,H29466,H,0.38043478260869534,0.4074074074074119,0.19150174621653093,0.5494505494505494,0.5810276679841897,0,0,0,0,0,0,1,0.5777777777777755,0.4469501126422798,0.38766519823789025,0.240192230738758,0.4231738035264456,0.3232299675496022,0.49667673716012073,0.8247787021117594
54,L47233,L,0.36956521739129755,0.4074074074074119,0.23108265424912688,0.42994505494505497,0.6007905138339921,0,0,0,0,0,0,1,0.6000000000000025,0.3376927550670212,0.3854625550660842,0.39223227032323293,0.41813602015113815,0.3232299675490182,0.3830815709969789,0.7644497394264873
55,L47234,L,0.36956521739129755,0.4074074074074119,0.3044237485448196,0.3612637362637363,0.608695652173913,0,0,0,0,0,0,1,0.6000000000000025,0.2636645070060648,0.38105726872247203,0.4385290097053981,0.4130982367758236,0.2116036847380686,0.2984894259818732,0.7490661019889872
56,L47235,L,0.38043478260869534,0.4197530864197603,0.20023282887077998,0.5068681318681318,0.616600790513834,0,0,0,0,0,0,1,0.6000000000000025,0.4095116336197917,0.37885462555065885,0.36689969289690827,0.4130982367758165,0.2116036847380686,0.5166163141993957,0.35784020338829325
57,L47236,L,0.38043478260869534,0.4197530864197603,0.17986030267753206,0.5302197802197801,0.6245059288537549,0,0,0,0,0,0,1,0.6000000000000025,0.4381255993708879,0.3766519823788528,0.24019223073901677,0.41309823677580937,0.2116036847380686,0.44108761329305135,0.20303398001821796
58,L47237,L,0.38043478260869534,0.4197530864197603,0.20081490104772992,0.5013736263736263,0.6324110671936758,0,0,0,0,0,0,1,0.6000000000000025,0.40499816991495086,0.3766519823788599,0.24019223073901677,0.41561712846347376,0.21160368473846952,0.41993957703927476,0.1760449244449638
59,M14918,M,0.38043478260869534,0.4074074074074119,0.28696158323632137,0.35302197802197804,0.6403162055335968,0,0,0,0,0,0,1,0.5777777777777755,0.26302894872221355,0.37885462555066596,0.19611613516532983,0.41561712846348087,0.21160368473846952,0.38610271903323257,0.2261894445412641
60,L47239,L,0.38043478260869534,0.4197530864197603,0.12223515715948785,0.695054945054945,0.6521739130434783,0,0,0,0,0,0,1,0.6000000000000025,0.6104103993572965,0.38105726872247203,0.0,0.41813602015113815,0.17277368510107097,0.532930513595166,0.3341855337533847
61,L47240,L,0.38043478260869534,0.4197530864197603,0.130966239813737,0.6703296703296703,0.6600790513833992,0,0,0,0,0,0,1,0.6000000000000025,0.5829413266812631,0.38105726872247203,0.0,0.41813602015113815,0.17277368510107097,0.6048338368580058,0.38655866799913113
62,M14921,M,0.38043478260869534,0.4074074074074119,0.24679860302677536,0.47252747252747257,0.6679841897233201,0,0,0,0,0,0,1,0.5777777777777755,0.362755843215487,0.38105726872247203,0.0,0.41561712846348087,0.21160368473846952,0.5794561933534742,0.3998708035619815
63,L47242,L,0.38043478260869534,0.4074074074074119,0.3847497089639115,0.2623626373626374,0.6798418972332015,0,0,0,0,0,0,1,0.5777777777777755,0.17921313628168245,0.38105726872247203,0.0,0.4130982367758165,0.2116036847380686,0.47432024169184295,0.5440939293204754
64,M14923,M,0.3913043478260789,0.4074074074074119,0.37485448195576254,0.30357142857142855,0.6877470355731224,0,0,0,0,0,0,1,0.5555555555555609,0.2075751124493871,0.383259911894271,0.19611613516464702,0.4130982367758165,0.2116036847380686,0.45256797583081554,0.5742973269684087
65,L47244,L,0.4021739130434767,0.4197530864197603,0.20663562281722936,0.47802197802197804,0.6996047430830039,0,0,0,0,0,0,1,0.5555555555555609,0.38434592990398136,0.38766519823789025,0.3922322703225345,0.41309823677580937,0.2116036847380686,0.35709969788519647,0.45863682531164635
66,L47245,L,0.4021739130434767,0.4197530864197603,0.13154831199068684,0.5673076923076923,0.7075098814229248,0,0,0,0,0,0,1,0.5555555555555609,0.4964477269815437,0.3920704845814953,0.43852900970434805,0.4130982367758165,0.2116036847380686,0.31178247734138964,0.35562141619783816
67,M14926,M,0.3913043478260789,0.3950617283950635,0.29743888242142025,0.34203296703296704,0.7154150197628458,0,0,0,0,0,0,1,0.5333333333333339,0.25236175108067677,0.39427312775330137,0.36689969289535523,0.4105793450881592,0.3232299675482701,0.2543806646525678,0.35286092566188537
68,H29481,H,0.38043478260869534,0.3950617283950635,0.17345750873108268,0.5535714285714285,0.7272727272727272,0,0,0,0,0,0,1,0.5555555555555485,0.4601200216393858,0.39427312775330137,0.36689969289535523,0.4080604534005019,0.3863337046079645,0.3824773413897281,0.33184265972369226
69,L47248,L,0.38043478260869534,0.3950617283950635,0.20896391152502913,0.39285714285714285,0.7470355731225296,0,0,0,0,0,0,1,0.5555555555555485,0.3183372600357326,0.3920704845814953,0.43852900970434805,0.4055415617128446,0.4232073694766066,0.4217522658610272,0.2640721896530043
70,L47249,L,0.3913043478260789,0.4074074074074119,0.14086146682188594,0.8502747252747253,0.7549407114624506,1,0,0,1,1,0,1,0.5555555555555609,0.7242719562645356,0.3898678414096892,0.36689969289584684,0.40302267002519443,0.34554737020044274,0.5854984894259819,0.5686235565618766
71,M14930,M,0.3913043478260789,0.4074074074074119,0.440046565774156,0.25824175824175827,0.7628458498023715,0,0,0,0,0,0,1,0.5555555555555609,0.1668301713699979,0.38766519823789025,0.24019223073757748,0.40050377833752293,0.2116036847360614,0.4495468277945619,0.674468931603144
72,L47251,L,0.3913043478260789,0.4197530864197603,0.16530849825378346,0.5728021978021978,0.7747035573122529,0,0,0,0,0,0,1,0.5777777777777879,0.48018240703979587,0.38766519823789025,0.2401922307375775,0.4055415617128375,0.3232299675478617,0.5510574018126889,0.6398370173974328
73,L47252,L,0.3913043478260789,0.4197530864197603,0.11699650756693836,0.5576923076923076,0.7826086956521738,0,0,0,0,0,0,1,0.5777777777777879,0.4977192487027692,0.3898678414096892,0.19611613516342774,0.4105793450881592,0.32322996754847194,0.5528700906344409,0.6402545954208313
74,L47253,L,0.4021739130434767,0.4197530864197603,0.24679860302677536,0.4285714285714286,0.7905138339920948,0,0,0,0,0,0,1,0.5555555555555609,0.3306035952960119,0.39427312775330137,0.19611613516287035,0.41561712846347376,0.21160368473877778,0.5685800604229606,0.6255560548033746
75,L47254,L,0.3913043478260789,0.4074074074074119,0.25203725261932486,0.3914835164835165,0.7984189723320158,0,0,0,0,0,0,1,0.5555555555555609,0.3016507571195074,0.39427312775330137,0.19611613516287035,0.41561712846348087,0.21160368473877778,0.3667673716012084,0.3580195560260271
76,L47255,L,0.38043478260869534,0.3950617283950635,0.1228172293364378,0.5892857142857143,0.8063241106719367,0,0,0,0,0,0,1,0.5555555555555485,0.5206361457526544,0.3920704845814953,0.3100868365099399,0.4130982367758236,0.34554737020155984,0.5123867069486404,0.24151927280760394
77,L47256,L,0.38043478260869534,0.3950617283950635,0.17054714784633296,0.6057692307692307,0.8142292490118577,0,0,0,0,0,0,1,0.5555555555555485,0.5033710366130411,0.3898678414096892,0.366899692895966,0.4080604534005019,0.3863337046079988,0.5268882175226587,0.2621927713117037
78,L47257,L,0.38043478260869534,0.3950617283950635,0.1670547147846333,0.5151098901098901,0.8221343873517786,1,1,0,0,0,0,1,0.5555555555555485,0.4329756344674074,0.38766519823789025,0.39223227032264596,0.40302267002519443,0.3455473702003076,0.5081570996978851,0.2534422111712079
79,L47258,L,0.38043478260869534,0.3950617283950635,0.13387660069848661,0.6552197802197802,0.0,0,0,0,0,0,0,1,0.5555555555555485,0.5681950231152679,0.3832599118942781,0.19611613516487003,0.39798488664986564,0.1727736850965379,0.6078549848942597,0.27641704984218446
80,L47259,L,0.38043478260869534,0.3950617283950635,0.1362048894062864,0.46840659340659335,0.007905138339920948,0,0,0,0,0,0,1,0.5555555555555485,0.41134827849278416,0.38105726872247203,0.0,0.39546599496221546,0.0,0.6416918429003019,0.19123092611736003
81,H29494,H,0.38043478260869534,0.3827160493827222,0.16123399301513397,0.6332417582417582,0.015810276679841896,0,0,0,0,0,0,1,0.5333333333333339,0.5313173405016273,0.38105726872247203,0.0,0.3929471032745582,0.17277368509495428,0.6610271903323263,0.20853730511905988
82,L47261,L,0.3913043478260789,0.3950617283950635,0.1641443538998837,0.6002747252747253,0.035573122529644265,0,0,0,0,0,0,1,0.5333333333333339,0.502936872366654,0.3832599118942781,0.19611613516487003,0.3929471032745582,0.17277368509495428,0.6586102719033232,0.20707527710897283
83,L47262,L,0.3913043478260789,0.3950617283950635,0.1658905704307334,0.5082417582417581,0.043478260869565216,0,0,0,0,0,0,1,0.5333333333333339,0.4280962145303582,0.3854625550660842,0.2401922307381521,0.3929471032745582,0.17277368509495428,0.6555891238670694,0.21110323573761858
84,L47263,L,0.4021739130434767,0.4074074074074119,0.1752037252619325,0.4986263736263737,0.05138339920948616,0,0,0,0,0,0,1,0.5333333333333339,0.415581888031969,0.3898678414096892,0.36689969289602564,0.39546599496221546,0.2731791823265813,0.5867069486404831,0.18059682425025655
85,L47264,L,0.3913043478260789,0.3950617283950635,0.14784633294528526,0.6016483516483516,0.05928853754940711,0,0,0,0,0,0,1,0.5333333333333339,0.5143795812322469,0.3920704845814953,0.31008683651001046,0.39546599496221546,0.2731791823265813,0.6453172205438066,0.14982354880943052
86,M14945,M,0.4021739130434767,0.4074074074074119,0.370197904540163,0.315934065934066,0.06719367588932806,0,0,0,0,0,0,1,0.5333333333333339,0.21656916058473902,0.39647577092510744,0.24019223073664459,0.40050377833752293,0.21160368473609642,0.5057401812688821,0.3185601944087583
87,H29500,H,0.4021739130434767,0.4074074074074119,0.15599534342258448,0.5508241758241758,0.07905138339920947,0,0,0,0,0,0,1,0.5333333333333339,0.467944743408924,0.3986784140969135,0.2401922307362919,0.4030226700251873,0.21160368473680807,0.4839879154078549,0.2932954498392923
88,L47267,L,0.4021739130434767,0.4074074074074119,0.21885913853317818,0.38461538461538464,0.09881422924901186,0,0,0,0,0,0,1,0.5333333333333339,0.3083843928737238,0.4008810572687267,0.19611613516175913,0.4055415617128375,0.17277368509941668,0.42960725075528716,0.3233994723273185
89,M14948,M,0.4021739130434767,0.4074074074074119,0.14610011641443543,0.5686813186813187,0.1067193675889328,0,0,0,0,0,0,1,0.5333333333333339,0.4884574808648201,0.4008810572687267,0.19611613516175913,0.4055415617128375,0.17277368509941668,0.4604229607250755,0.34793959150416853
90,M14949,M,0.3913043478260789,0.3950617283950635,0.1856810244470315,0.49038461538461536,0.11857707509881422,0,0,0,0,0,0,1,0.5333333333333339,0.40384212402615466,0.4008810572687196,0.19611613516175913,0.4055415617128446,0.17277368509941668,0.4114803625377642,0.29559308256431993
91,L47270,L,0.3913043478260789,0.3950617283950635,0.340512223515716,0.30219780219780223,0.13043478260869565,0,0,0,0,0,0,1,0.5333333333333339,0.21435776655994276,0.3986784140969135,0.24019223073620372,0.4030226700251873,0.21160368473680807,0.40543806646525693,0.30981458764268377
92,L47271,L,0.3913043478260789,0.3950617283950635,0.38533178114086153,0.2898351648351648,0.13833992094861658,0,0,0,0,0,0,1,0.5333333333333339,0.19658538323796415,0.39647577092510744,0.24019223073638005,0.40050377833753004,0.21160368473609642,0.29063444108761327,0.3316552474405148
93,M14952,M,0.3913043478260789,0.3950617283950635,0.32537834691501744,0.3200549450549451,0.14624505928853754,0,0,0,0,0,0,1,0.5333333333333339,0.22994281015829837,0.39427312775330137,0.1961161351624245,0.39798488664986564,0.17277368509680185,0.26223564954682776,0.35078492373464215
94,L47273,L,0.4130434782608674,0.4074074074074119,0.1641443538998837,0.5384615384615384,0.15810276679841895,0,0,0,0,0,0,1,0.5111111111111069,0.4532949102802425,0.39647577092510744,0.3922322703218378,0.39798488664986564,0.17277368509680185,0.24894259818731124,0.32025409349009576
95,L47274,L,0.4021739130434767,0.3950617283950635,0.26426076833527357,0.385989010989011,0.1660079051383399,0,0,0,0,0,0,1,0.5111111111111069,0.293527910526308,0.3986784140969135,0.39223227032177505,0.39798488664986564,0.17277368509680185,0.2030211480362537,0.2766265180471749
96,M14955,M,0.4021739130434767,0.4074074074074119,0.10651920838183937,0.6648351648351648,0.17391304347826086,0,0,0,0,0,0,1,0.5333333333333339,0.5969826488516209,0.4008810572687196,0.3668996928952156,0.40050377833753004,0.21160368473609642,0.36253776435045315,0.44540658671663597
97,M14956,M,0.4021739130434767,0.4074074074074119,0.23690337601862632,0.43269230769230765,0.18577075098814227,0,0,0,0,0,0,1,0.5333333333333339,0.33744615503930125,0.40308370044053277,0.3100868365092459,0.4030226700251873,0.21160368473680807,0.42537764350453167,0.37685419195351827
98,M14957,M,0.3913043478260789,0.3950617283950635,0.33876600698486625,0.3585164835164835,0.1976284584980237,0,0,0,0,0,0,1,0.5333333333333339,0.2522370841860652,0.40308370044053277,0.3100868365092459,0.4030226700251873,0.21160368473680807,0.44229607250755276,0.34715494766637883
